Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan sanctioned
F,58.0,4395.78,Low,Working,Laborers,Semi-Urban,225665.01,832.91,4.0,781.53,1,Inactive,Urban,1,342188.40624999994,True
F,63.0,0.0,Low,Working,High skill tech staff,Semi-Urban,183436.02,560.07,4.0,779.95,0,Inactive,Urban,1,291929.02,True
M,21.0,0.0,Low,State servant,Medicine staff,Semi-Urban,163296.93,433.92,4.0,730.79,0,Active,Urban,1,206707.38,True
F,23.0,0.0,Low,Working,Cooking staff,Rural,216764.57,805.68,1.0,691.98,0,Active,Rural,1,317109.2,True
F,56.0,1600.9,Low,Working,Sales staff,Semi-Urban,25053.88,86.53,2.0,667.66,0,Active,Rural,1,43231.68,True
F,57.0,3359.41,Low,Commercial associate,Sales staff,Semi-Urban,68461.53,323.93,4.0,712.79,0,Active,Semi-Urban,1,97583.96,True
M,36.0,0.0,Low,Commercial associate,Not available,Semi-Urban,72264.16,769.32,2.0,722.73,0,Inactive,Urban,1,135770.72,True
M,33.0,1481.15,Low,Working,Not available,Semi-Urban,52439.7,230.19,2.0,808.96,1,Active,Rural,1,60820.62,True
F,51.0,1663.61,Low,Working,Medicine staff,Semi-Urban,21350.17,151.91,1.0,877.05,0,Unpossessed,Semi-Urban,1,26362.24,True
M,50.0,0.0,Low,State servant,Core staff,Rural,37464.79,137.37,2.0,757.6,0,Unpossessed,Urban,1,54453.4,True
M,18.0,2428.28,Low,Commercial associate,Accountants,Urban,54589.27,356.75,3.0,803.29,0,Inactive,Semi-Urban,1,95225.63,True
M,44.0,3351.71,Low,Commercial associate,HR staff,Semi-Urban,169551.78,534.79,3.0,818.24,0,Inactive,Urban,1,259761.1,True
F,61.0,2018.42,High,Pensioner,Retired,Semi-Urban,44501.57,306.66,2.0,623.08,0,Unpossessed,Semi-Urban,0,56722.3,True
F,49.0,2631.58,Low,Working,Laborers,Semi-Urban,132507.0,673.56,4.0,868.23,0,Active,Urban,1,228494.98,True
F,50.0,4023.49,Low,Working,Drivers,Semi-Urban,94595.02,412.7,3.0,655.73,1,Inactive,Urban,1,153791.64,True
F,53.0,3162.63,Low,Commercial associate,Sales staff,Urban,127650.83,326.71,2.0,830.96,0,Unpossessed,Urban,1,240453.38,True
M,58.0,1298.73,Low,Commercial associate,Laborers,Semi-Urban,36985.84,400.83,0.0,788.8,0,Inactive,Semi-Urban,1,57718.45,True
M,64.0,1959.72,Low,Working,Private service staff,Semi-Urban,62073.86,327.82,1.0,753.49,0,Unpossessed,Urban,1,110818.56,True
M,64.0,4697.73,High,Pensioner,Retired,Urban,209856.57,912.1887499999999,2.0,861.38,0,Inactive,Semi-Urban,0,342188.40624999994,True
F,53.0,0.0,Low,Working,Sales staff,Rural,10611.26,81.0,3.0,697.38,0,Active,Semi-Urban,1,19711.78,True
M,48.0,3270.62,Low,Commercial associate,Not available,Semi-Urban,128829.76,458.23,0.0,677.45,0,Unpossessed,Semi-Urban,1,220048.26,True
M,18.0,2896.2,Low,Working,High skill tech staff,Semi-Urban,109348.34,448.98,2.0,734.56,0,Unpossessed,Urban,1,186425.54,True
F,30.0,4157.31,Low,Commercial associate,Sales staff,Urban,59129.59,257.36,1.0,775.99,1,Active,Semi-Urban,1,101926.95,True
F,31.0,3202.73,Low,Commercial associate,Sales staff,Semi-Urban,71688.44,515.91,3.0,725.43,1,Unpossessed,Rural,1,130136.12,True
F,57.0,2139.94,Low,Working,Not available,Rural,225597.78,660.76,1.0,697.85,1,Inactive,Rural,1,251897.75,True
M,28.0,2926.64,Low,Working,High skill tech staff,Semi-Urban,65759.71,289.86,2.0,832.14,0,Active,Urban,1,72890.06,True
F,57.0,3723.96,Low,Working,Not available,Rural,60592.48,568.26,2.0,692.4,0,Unpossessed,Urban,1,104152.52,True
M,61.0,2173.2,Low,State servant,Managers,Semi-Urban,11595.23,119.56,2.0,672.45,0,Unpossessed,Urban,1,19754.57,True
M,30.0,0.0,Low,Working,Core staff,Semi-Urban,35369.61,317.09,2.0,742.32,0,Active,Urban,1,53871.84,True
F,65.0,2695.02,High,Pensioner,Retired,Urban,144870.49,622.91,1.0,861.08,1,Inactive,Urban,1,241809.92,True
M,53.0,3051.2,Low,Working,Sales staff,Urban,46558.09,244.69,1.0,785.58,1,Unpossessed,Semi-Urban,1,79934.85,True
M,23.0,5137.077499999999,Low,Commercial associate,Core staff,Urban,44488.51,257.01,2.0,792.76,0,Inactive,Urban,1,68775.29,True
M,60.0,1670.45,High,Pensioner,Retired,Semi-Urban,212149.62,619.21,2.0,836.54,0,Unpossessed,Rural,0,342188.40624999994,True
F,62.0,1662.17,High,Pensioner,Retired,Semi-Urban,97292.39,267.86,1.0,746.54,0,Active,Rural,1,141171.23,True
M,18.0,0.0,Low,Working,High skill tech staff,Semi-Urban,34118.39,241.8,0.0,724.46,0,Active,Semi-Urban,1,64090.88,True
M,20.0,1342.3,Low,Commercial associate,Laborers,Semi-Urban,20964.71,100.36,1.0,686.7,0,Unpossessed,Urban,1,30272.24,True
M,45.0,1060.87,Low,Working,Cleaning staff,Semi-Urban,21935.85,172.54,2.0,790.57,1,Active,Semi-Urban,1,39239.62,True
F,23.0,5137.077499999999,Low,Commercial associate,Laborers,Rural,203153.91,487.06,4.0,746.6,0,Unpossessed,Rural,1,342188.40624999994,True
M,18.0,992.78,Low,Working,Security staff,Semi-Urban,94852.25,285.41,0.0,740.04,0,Active,Semi-Urban,1,172900.85,True
M,61.0,0.0,High,Pensioner,Retired,Semi-Urban,48190.18,189.15,2.0,859.47,0,Inactive,Rural,0,64566.16,True
F,27.0,3663.27,Low,Working,Laborers,Semi-Urban,161928.24,699.02,2.0,766.07,0,Inactive,Rural,1,235337.53,True
F,59.0,1739.73,Low,Working,Managers,Rural,91551.32,500.21,2.0,675.74,0,Inactive,Semi-Urban,1,150161.02,True
F,18.0,1757.56,Low,State servant,High skill tech staff,Urban,76250.48,370.24,1.0,739.82,0,Inactive,Semi-Urban,1,125836.45,True
F,64.0,1229.89,Low,Working,Not available,Semi-Urban,52314.1,285.17,2.0,651.72,0,Unpossessed,Rural,1,80142.17,True
M,23.0,1273.53,Low,Working,Not available,Rural,96830.67,407.56,3.0,826.4,1,Inactive,Semi-Urban,1,109145.43,True
F,31.0,0.0,Low,Commercial associate,Accountants,Semi-Urban,107335.32,797.98,2.0,792.18,0,Unpossessed,Semi-Urban,1,119015.38,True
F,37.0,2743.02,Low,Commercial associate,Laborers,Semi-Urban,229826.46625,799.01,2.0,696.39,0,Unpossessed,Semi-Urban,1,342188.40624999994,True
M,36.0,1404.13,Low,Working,Core staff,Semi-Urban,89258.62,306.87,3.0,716.97,1,Unpossessed,Urban,1,136872.6,True
M,58.0,3992.91,Low,Commercial associate,Accountants,Semi-Urban,145659.54,709.35,2.0,766.27,1,Inactive,Urban,1,248496.15,True
F,27.0,4720.93,Low,Working,Managers,Semi-Urban,48491.31,563.51,3.0,747.14,0,Unpossessed,Urban,1,86761.53,True
F,18.0,5137.077499999999,Low,Commercial associate,Core staff,Semi-Urban,199453.44,571.88,1.0,844.98,0,Unpossessed,Rural,1,342188.40624999994,True
F,57.0,1036.12,Low,Working,Sales staff,Semi-Urban,80730.5,394.98,3.0,652.78,0,Inactive,Rural,1,116451.54,True
M,64.0,3358.63,Low,Working,Laborers,Semi-Urban,131461.62,503.37,2.0,783.61,0,Unpossessed,Urban,1,213173.47,True
M,32.0,1611.32,Low,Commercial associate,High skill tech staff,Semi-Urban,53582.53,285.13,2.0,773.32,0,Unpossessed,Rural,1,98029.05,True
F,55.0,2117.34,Low,Commercial associate,Laborers,Semi-Urban,61345.23,340.71,2.0,796.25,0,Active,Urban,1,114783.39,True
F,21.0,0.0,Low,Working,Not available,Semi-Urban,43668.5,180.66,2.0,710.59,1,Active,Urban,1,65050.7,True
F,30.0,2500.86,Low,Commercial associate,Core staff,Semi-Urban,164227.2,436.62,2.0,780.1,0,Unpossessed,Semi-Urban,1,256502.65,True
M,45.0,2379.21,Low,Working,Laborers,Semi-Urban,25101.6,121.02,4.0,660.88,0,Unpossessed,Rural,1,36385.5,True
M,39.0,0.0,Low,Working,Managers,Semi-Urban,69605.54,279.08,0.0,733.34,0,Active,Urban,1,100031.4,True
M,63.0,1359.7,High,Pensioner,Retired,Semi-Urban,94398.63,373.29,2.0,627.91,0,Active,Rural,0,139312.4,True
M,27.0,1598.7,Low,Working,Laborers,Semi-Urban,22310.25,114.06,0.0,824.34,1,Inactive,Urban,1,27260.99,True
F,18.0,0.0,Low,Working,Not available,Rural,73506.26,573.04,3.0,739.7,0,Active,Rural,1,93914.7,True
F,62.0,1771.2,Low,Working,Laborers,Semi-Urban,10718.97,128.3,3.0,849.03,0,Inactive,Urban,1,12781.57,True
M,60.0,1259.23,Low,Working,Laborers,Semi-Urban,140571.72,488.88,3.0,683.88,1,Inactive,Semi-Urban,1,199969.49,True
M,18.0,4567.69,Low,Commercial associate,Not available,Semi-Urban,155642.84,652.25,1.0,743.71,0,Inactive,Urban,1,223643.48,True
M,55.0,2008.1,Low,Working,Laborers,Rural,48513.99,236.18,2.0,732.82,0,Inactive,Rural,1,78977.03,True
M,43.0,2076.34,Low,Working,Medicine staff,Semi-Urban,53191.56,275.96,1.0,694.08,0,Inactive,Semi-Urban,1,89158.09,True
M,47.0,2473.24,Low,Working,Laborers,Semi-Urban,79122.52,434.45,3.0,723.44,0,Inactive,Urban,1,147107.0,True
M,48.0,1269.32,Low,Commercial associate,Sales staff,Semi-Urban,150800.08,418.78,2.0,733.62,0,Inactive,Rural,1,189283.18,True
M,61.0,4187.98,Low,Commercial associate,Cooking staff,Semi-Urban,77889.7,312.27,2.0,693.03,0,Active,Urban,1,132922.95,True
M,18.0,3085.17,Low,Commercial associate,Laborers,Semi-Urban,187961.35,649.19,2.0,820.17,0,Inactive,Urban,1,311844.0,True
F,27.0,1177.65,Low,Working,Security staff,Semi-Urban,19129.51,97.18,3.0,800.43,0,Active,Urban,1,27587.47,True
M,27.0,0.0,Low,Working,Accountants,Semi-Urban,195642.1,520.47,0.0,835.1,0,Unpossessed,Rural,1,322861.82,True
M,28.0,2656.02,Low,Commercial associate,Laborers,Semi-Urban,93061.47,599.02,4.0,727.61,0,Inactive,Urban,1,156471.11,True
M,57.0,3924.51,Low,State servant,Core staff,Urban,229826.46625,912.1887499999999,3.0,839.51,0,Inactive,Urban,1,342188.40624999994,True
F,24.0,2106.93,Low,Working,Laborers,Rural,58436.73,275.57,4.0,683.05,0,Unpossessed,Rural,1,106216.22,True
F,27.0,1707.59,Low,Working,Not available,Semi-Urban,64032.83,356.87,1.0,656.28,1,Unpossessed,Urban,1,96602.02,True
M,43.0,2073.98,Low,Commercial associate,Cleaning staff,Urban,82184.59,366.15,1.0,817.16,0,Unpossessed,Rural,1,136166.75,True
M,45.0,0.0,Low,Working,Laborers,Urban,39906.55,451.3,3.0,676.87,0,Active,Semi-Urban,1,63046.73,True
F,18.0,4012.28,Low,Working,Laborers,Semi-Urban,44560.2,399.4,2.0,858.8,0,Active,Urban,0,72757.11,True
F,48.0,2469.17,Low,Working,Laborers,Semi-Urban,198570.71,596.6,2.0,762.97,0,Inactive,Rural,1,342188.40624999994,True
F,56.0,4894.44,Low,Working,Accountants,Rural,73169.75,621.11,1.0,744.15,0,Unpossessed,Semi-Urban,1,82619.16,True
F,59.0,2724.85,Low,Working,Not available,Rural,91598.47,322.36,4.0,809.19,0,Inactive,Urban,1,159618.55,True
M,55.0,2588.46,Low,Commercial associate,Not available,Semi-Urban,18124.35,98.12,1.0,677.44,1,Active,Semi-Urban,1,27121.34,True
F,25.0,0.0,Low,Commercial associate,Sales staff,Semi-Urban,176629.74,715.71,2.0,827.29,1,Inactive,Rural,1,280502.97,True
M,20.0,2111.89,Low,Working,Managers,Semi-Urban,25290.24,121.45,2.0,653.93,0,Inactive,Urban,1,29148.87,True
F,22.0,3224.61,Low,State servant,Core staff,Semi-Urban,229826.46625,874.5,2.0,770.84,0,Inactive,Rural,1,296314.27,True
M,27.0,928.13,Low,Working,Cooking staff,Semi-Urban,112240.12,493.93,2.0,763.61,0,Active,Urban,1,193719.43,True
F,58.0,3977.19,Low,Working,Sales staff,Semi-Urban,95064.32,445.39,1.0,685.39,0,Unpossessed,Semi-Urban,1,110252.74,True
M,38.0,0.0,Low,Working,IT staff,Semi-Urban,88866.13,259.82,2.0,719.61,0,Inactive,Rural,1,109110.26,True
M,28.0,0.0,Low,Working,Not available,Semi-Urban,45809.28,297.98,3.0,711.2,0,Active,Semi-Urban,1,69649.82,True
M,52.0,1723.69,Low,Working,Laborers,Semi-Urban,99214.83,554.89,2.0,798.09,0,Active,Semi-Urban,1,113218.36,True
M,18.0,1744.14,Low,Working,High skill tech staff,Rural,208512.65,497.26,2.0,871.55,0,Active,Semi-Urban,1,342188.40624999994,True
M,27.0,1442.98,Low,Working,Not available,Semi-Urban,63195.48,193.68,3.0,703.8,0,Active,Rural,1,71099.12,True
M,62.0,4840.19,High,Pensioner,Retired,Urban,135733.59,785.69,2.0,693.26,0,Active,Rural,1,175778.88,True
F,45.0,1589.92,Low,Working,Laborers,Semi-Urban,82081.31,359.86,3.0,746.55,0,Unpossessed,Urban,1,108140.01,True
F,46.0,4038.08,Low,Commercial associate,Not available,Semi-Urban,136438.45,410.81,3.0,801.18,0,Inactive,Rural,1,193716.33,True
M,25.0,0.0,Low,Working,Managers,Rural,206729.67,536.08,0.0,841.79,0,Inactive,Rural,1,289364.52,True
M,60.0,5137.077499999999,High,Pensioner,Retired,Rural,175990.27,544.43,1.0,862.83,1,Active,Semi-Urban,1,259296.13,True
M,37.0,3781.66,Low,Working,Sales staff,Semi-Urban,122702.41,342.47,2.0,839.82,0,Unpossessed,Rural,1,157886.13,True
M,50.0,3487.18,Low,Working,High skill tech staff,Rural,68341.47,747.36,2.0,690.95,1,Inactive,Rural,1,110090.39,True
M,61.0,2013.31,Low,Working,Laborers,Semi-Urban,49638.84,233.95,1.0,726.39,0,Inactive,Semi-Urban,1,59030.26,True
M,18.0,2526.17,Low,Working,Sales staff,Semi-Urban,139351.48,405.24,2.0,713.59,0,Active,Semi-Urban,1,194711.49,True
F,18.0,2250.65,Low,Working,Private service staff,Semi-Urban,122558.2,453.5,2.0,762.59,1,Active,Urban,1,199619.07,True
F,47.0,2309.16,Low,Commercial associate,Medicine staff,Urban,39369.92,193.86,2.0,848.11,0,Inactive,Urban,1,45409.74,True
M,19.0,2423.68,Low,Commercial associate,Laborers,Urban,229826.46625,879.84,2.0,816.09,0,Active,Semi-Urban,1,342188.40624999994,True
M,46.0,3196.52,Low,Working,Managers,Semi-Urban,216343.56,584.8,2.0,736.34,0,Inactive,Rural,1,342188.40624999994,True
M,50.0,0.0,Low,Working,Laborers,Semi-Urban,116703.67,316.22,0.0,667.66,0,Active,Semi-Urban,1,133786.58,True
M,18.0,1890.26,Low,Commercial associate,Medicine staff,Semi-Urban,95526.55,262.94,1.0,854.97,0,Active,Semi-Urban,1,154978.7,True
M,32.0,2424.87,Low,Working,Laborers,Semi-Urban,187919.49,519.23,2.0,872.43,1,Unpossessed,Urban,1,277020.39,True
M,51.0,1711.53,Low,Commercial associate,High skill tech staff,Semi-Urban,38638.03,346.61,2.0,883.21,0,Inactive,Semi-Urban,1,66947.3,True
M,61.0,2746.18,Low,Working,Laborers,Semi-Urban,79957.05,403.58,3.0,747.32,0,Active,Urban,1,113817.83,True
F,39.0,1413.34,Low,Working,Sales staff,Semi-Urban,20385.46,124.13,1.0,740.04,0,Inactive,Rural,1,38666.32,True
M,58.0,5137.077499999999,Low,Working,Security staff,Semi-Urban,110292.53,562.51,2.0,832.91,0,Inactive,Rural,1,205550.13,True
F,42.0,0.0,Low,Working,Laborers,Rural,45059.02,248.95,4.0,662.14,0,Inactive,Urban,1,78182.93,True
M,62.0,0.0,High,Pensioner,Retired,Rural,43518.17,243.88,1.0,854.78,0,Inactive,Semi-Urban,1,80529.67,True
M,34.0,2430.88,Low,Working,Laborers,Semi-Urban,61522.18,428.18,2.0,824.29,0,Inactive,Rural,1,91818.46,True
F,27.0,1268.44,Low,Working,Sales staff,Semi-Urban,130832.19,365.99,3.0,809.36,0,Active,Rural,1,201849.95,True
M,65.0,0.0,High,Pensioner,Retired,Semi-Urban,38882.98,266.34,1.0,870.67,0,Unpossessed,Semi-Urban,0,66860.28,True
F,18.0,3593.59,Low,Working,Drivers,Semi-Urban,37012.73,206.9,2.0,714.09,0,Inactive,Rural,1,44312.35,True
F,18.0,2124.3,Low,Commercial associate,Sales staff,Semi-Urban,113038.5,408.83,2.0,783.18,0,Active,Urban,1,157363.21,True
M,34.0,3409.95,Low,State servant,High skill tech staff,Semi-Urban,196542.32,572.24,2.0,739.39,0,Active,Semi-Urban,1,266882.83,True
M,18.0,2330.17,Low,Commercial associate,Not available,Semi-Urban,91519.51,440.56,2.0,655.36,0,Active,Rural,1,160232.48,True
M,26.0,1370.87,Low,Commercial associate,Waiters/barmen staff,Urban,83468.61,409.88,1.0,791.91,0,Unpossessed,Urban,1,139417.35,True
F,49.0,0.0,Low,Working,High skill tech staff,Rural,105393.89,329.77,2.0,733.0,1,Active,Urban,1,168946.32,True
M,18.0,2328.39,Low,Working,Not available,Semi-Urban,103272.19,334.41,2.0,809.26,0,Unpossessed,Rural,1,115984.66,True
F,23.0,2853.88,Low,Working,Sales staff,Semi-Urban,80647.46,497.27,2.0,738.34,0,Inactive,Rural,1,136134.6,True
F,60.0,2394.85,Low,Working,Sales staff,Semi-Urban,17700.35,159.83,0.0,744.51,0,Unpossessed,Rural,1,22126.42,True
M,48.0,2952.59,Low,Commercial associate,Realty agents,Urban,24399.24,294.29,2.0,734.15,1,Active,Urban,1,43377.07,True
F,19.0,1293.48,Low,Working,Private service staff,Semi-Urban,39903.05,227.79,1.0,863.85,0,Inactive,Semi-Urban,0,74965.68,True
M,56.0,2212.89,Low,Working,High skill tech staff,Rural,34679.29,198.5,1.0,673.57,1,Inactive,Semi-Urban,1,38458.56,True
F,51.0,2372.4,Low,Working,High skill tech staff,Semi-Urban,88485.32,431.53,2.0,686.14,0,Inactive,Rural,1,110309.42,True
F,45.0,0.0,Low,State servant,Not available,Semi-Urban,115007.97,597.36,3.0,690.2,0,Active,Rural,1,181063.14,True
M,58.0,2086.25,Low,Commercial associate,Security staff,Rural,102581.46,317.51,2.0,767.89,1,Inactive,Rural,1,163584.59,True
F,24.0,0.0,Low,Working,Managers,Urban,127641.6,564.83,3.0,833.93,0,Unpossessed,Urban,1,143572.37,True
F,54.0,5137.077499999999,Low,Commercial associate,Sales staff,Semi-Urban,127365.76,628.48,3.0,825.31,0,Unpossessed,Semi-Urban,1,187327.73,True
M,57.0,2152.47,Low,Commercial associate,Not available,Semi-Urban,65774.04,347.94,0.0,791.23,1,Unpossessed,Semi-Urban,1,97348.43,True
F,32.0,2377.4,Low,Commercial associate,Laborers,Semi-Urban,71197.03,463.76,2.0,795.34,0,Active,Rural,1,128836.42,True
F,47.0,1735.7,Low,Working,Core staff,Semi-Urban,196129.97,724.6,2.0,862.52,0,Unpossessed,Rural,1,342188.40624999994,True
M,62.0,2432.73,Low,Working,Drivers,Rural,90873.79,515.09,4.0,652.18,0,Inactive,Semi-Urban,1,135062.82,True
M,65.0,968.0,High,Pensioner,Retired,Semi-Urban,94870.36,314.73,0.0,740.04,0,Inactive,Urban,1,179265.17,True
F,43.0,2720.81,Low,Working,Managers,Urban,87669.71,553.9,0.0,814.93,0,Active,Urban,1,148418.53,True
F,42.0,3764.08,Low,Commercial associate,Laborers,Semi-Urban,99295.68,464.9,4.0,666.31,0,Active,Semi-Urban,1,150396.45,True
M,65.0,2199.58,High,Pensioner,Retired,Semi-Urban,67824.62,611.97,2.0,851.99,0,Inactive,Semi-Urban,1,113901.06,True
M,51.0,0.0,Low,Commercial associate,Not available,Semi-Urban,127370.13,300.58,2.0,721.45,0,Inactive,Urban,1,203627.54,True
F,45.0,0.0,Low,Working,Sales staff,Semi-Urban,40278.69,412.48,2.0,694.69,0,Unpossessed,Semi-Urban,1,55493.54,True
M,18.0,2093.69,Low,Working,Managers,Semi-Urban,72701.39,516.07,3.0,730.04,1,Unpossessed,Semi-Urban,1,92254.21,True
F,42.0,2016.29,Low,Commercial associate,Managers,Rural,229826.46625,912.1887499999999,2.0,751.61,1,Active,Urban,1,342188.40624999994,True
M,56.0,1553.73,Low,Working,Sales staff,Urban,32372.99,156.9,2.0,718.3,0,Inactive,Semi-Urban,1,50067.26,True
F,18.0,1556.84,Low,Working,Laborers,Semi-Urban,86486.67,309.3,5.0,697.4,1,Active,Semi-Urban,1,109989.47,True
F,55.0,3357.97,Low,State servant,Core staff,Semi-Urban,73831.38,201.56,1.0,819.02,0,Active,Semi-Urban,1,87924.0,True
F,62.0,2821.88,Low,Working,Not available,Semi-Urban,79596.36,395.9,3.0,759.28,0,Unpossessed,Urban,1,138004.62,True
M,18.0,2459.75,Low,Working,Laborers,Semi-Urban,76543.82,444.94,2.0,704.94,1,Unpossessed,Semi-Urban,1,116431.01,True
M,18.0,1435.6,Low,Commercial associate,High skill tech staff,Semi-Urban,103903.76,282.04,3.0,813.74,0,Active,Rural,1,189733.34,True
M,35.0,1985.56,Low,Commercial associate,Not available,Semi-Urban,91486.1,518.66,3.0,765.17,0,Inactive,Semi-Urban,1,167519.91,True
F,35.0,1582.55,Low,State servant,Not available,Semi-Urban,110640.32,421.53,2.0,839.94,0,Active,Rural,1,202881.02,True
F,61.0,0.0,High,Pensioner,Retired,Semi-Urban,17088.69,134.2,2.0,860.26,1,Inactive,Urban,1,23299.83,True
M,27.0,0.0,Low,Working,Core staff,Semi-Urban,51443.55,236.04,3.0,654.1,0,Active,Urban,1,79917.49,True
M,50.0,1955.81,Low,State servant,Medicine staff,Semi-Urban,90604.9,413.66,3.0,735.95,0,Active,Rural,1,149633.63,True
M,24.0,2736.45,Low,Commercial associate,Accountants,Semi-Urban,116328.29,465.42,4.0,739.41,0,Inactive,Urban,1,141075.56,True
F,36.0,0.0,Low,Working,Drivers,Semi-Urban,24992.41,126.07,3.0,663.42,0,Unpossessed,Semi-Urban,1,30736.01,True
F,63.0,942.73,High,Pensioner,Retired,Semi-Urban,20530.4,205.31,4.0,790.19,0,Active,Urban,0,24694.88,True
M,30.0,2484.17,Low,Commercial associate,Accountants,Semi-Urban,36521.08,289.32,3.0,817.74,0,Inactive,Rural,1,63041.38,True
M,57.0,0.0,Low,Working,Laborers,Rural,214950.39,558.87,4.0,661.24,0,Active,Semi-Urban,1,321441.79,True
F,57.0,3877.44,Low,State servant,Core staff,Semi-Urban,103586.37,866.85,2.0,783.21,0,Inactive,Semi-Urban,1,153582.78,True
M,30.0,3534.92,Low,Working,Not available,Urban,85754.95,387.35,2.0,694.08,0,Active,Semi-Urban,1,100012.95,True
F,46.0,2214.84,Low,Working,Cooking staff,Semi-Urban,39051.1,182.67,3.0,692.07,0,Unpossessed,Semi-Urban,1,45248.37,True
M,38.0,2824.52,Low,Commercial associate,Laborers,Semi-Urban,29491.6,224.67,2.0,672.87,0,Active,Semi-Urban,1,54096.27,True
M,30.0,2863.59,Low,Commercial associate,Sales staff,Semi-Urban,229826.46625,732.88,1.0,759.38,0,Active,Rural,1,313435.78,True
M,47.0,1717.58,Low,Commercial associate,Sales staff,Semi-Urban,42182.95,272.63,2.0,662.59,0,Unpossessed,Semi-Urban,1,62295.19,True
F,59.0,1702.94,Low,Working,High skill tech staff,Semi-Urban,77110.87,448.8,2.0,700.83,0,Inactive,Rural,1,141152.36,True
F,27.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,150613.48,532.5,2.0,660.4,0,Active,Rural,1,249486.34,True
F,45.0,1519.24,Low,Working,Laborers,Semi-Urban,9646.39,124.34,3.0,654.41,0,Unpossessed,Rural,1,13756.67,True
F,44.0,3168.31,Low,State servant,Not available,Semi-Urban,77944.47,341.84,2.0,730.57,0,Active,Rural,1,121489.68,True
M,54.0,0.0,Low,Working,Sales staff,Semi-Urban,89362.78,545.53,3.0,781.47,0,Active,Semi-Urban,1,106182.34,True
F,19.0,2126.08,Low,Working,Not available,Semi-Urban,12166.22,97.14,2.0,694.68,0,Active,Rural,1,22014.66,True
M,51.0,3239.34,Low,Working,Drivers,Semi-Urban,111733.02,365.18,0.0,661.35,0,Active,Semi-Urban,1,132739.83,True
M,25.0,2685.12,Low,State servant,Core staff,Semi-Urban,85620.35,278.36,0.0,767.32,0,Active,Rural,1,151714.82,True
F,46.0,2327.43,Low,Working,Core staff,Rural,54511.73,250.26,3.0,681.56,0,Active,Urban,1,96713.73,True
M,65.0,1662.1,High,Pensioner,Retired,Semi-Urban,118893.79,332.04,2.0,760.52,0,Active,Semi-Urban,1,194158.47,True
F,62.0,2076.43,Low,Working,Not available,Semi-Urban,41910.46,199.7,2.0,817.98,1,Active,Semi-Urban,1,73892.92,True
F,65.0,1681.06,High,Pensioner,Retired,Semi-Urban,53766.31,238.47,2.0,863.77,0,Unpossessed,Semi-Urban,0,93919.22,True
M,40.0,2453.86,Low,Working,Managers,Rural,75414.32,409.87,2.0,817.2,0,Inactive,Rural,1,86665.26,True
M,58.0,2455.77,Low,Working,Sales staff,Semi-Urban,14116.87,163.92,2.0,690.68,0,Active,Semi-Urban,1,21441.74,True
F,65.0,2619.81,High,Pensioner,Retired,Semi-Urban,123322.36,523.81,2.0,812.12,0,Active,Rural,1,223097.47,True
M,51.0,3331.97,Low,Commercial associate,Core staff,Semi-Urban,62807.89,684.35,3.0,836.56,1,Inactive,Semi-Urban,1,116464.65,True
