Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan sanctioned
M,60.0,0.0,Low,Working,Laborers,Semi-Urban,159109.95,807.11,3.0,700.24,0,Unpossessed,Rural,1,263119.72,True
F,41.0,0.0,Low,Working,Laborers,Semi-Urban,18748.53,126.03,1.0,740.04,0,Active,Rural,1,30926.58,True
M,54.0,2584.13,Low,Working,Not available,Semi-Urban,34139.98,460.48,4.0,746.53,0,Inactive,Rural,1,45801.56,True
M,64.0,5167.51125,High,Pensioner,Retired,Urban,230665.075,856.03,2.0,870.22,0,Active,Rural,0,344891.6775,True
F,60.0,0.0,Low,Working,Sales staff,Semi-Urban,106867.89,0.0,0.0,740.04,0,Unpossessed,Rural,1,192143.9,True
M,57.0,3615.09,Low,Commercial associate,Drivers,Urban,230665.075,676.69,2.0,757.88,0,Active,Urban,1,344891.6775,True
F,44.0,0.0,Low,Working,Sales staff,Semi-Urban,30310.26,120.12,2.0,829.16,0,Unpossessed,Urban,1,50440.84,True
M,58.0,2015.52,Low,Working,Laborers,Semi-Urban,35498.45,164.2,0.0,848.15,0,Active,Rural,1,54299.75,True
M,64.0,0.0,Low,Commercial associate,Not available,Rural,67366.65,327.32,3.0,741.86,0,Inactive,Semi-Urban,1,106821.77,True
F,52.0,1245.1,Low,Working,Laborers,Semi-Urban,87134.17,430.12,3.0,753.15,0,Inactive,Urban,1,99574.71,True
M,34.0,4043.88,Low,Working,Laborers,Urban,92211.65,451.21,3.0,835.79,0,Active,Semi-Urban,1,165665.91,True
M,35.0,0.0,Low,Commercial associate,High skill tech staff,Urban,66647.05,349.68,2.0,766.02,0,Active,Rural,1,77865.28,True
M,30.0,4494.99,Low,Commercial associate,Medicine staff,Semi-Urban,140283.2,920.3712499999999,2.0,697.26,0,Active,Urban,1,169232.32,True
F,18.0,4992.46,Low,Commercial associate,Not available,Urban,89844.93,516.27,2.0,690.87,0,Active,Urban,1,102162.26,True
F,22.0,2464.58,Low,Working,High skill tech staff,Rural,230665.075,920.3712499999999,2.0,693.17,0,Inactive,Semi-Urban,1,344891.6775,True
F,18.0,1739.94,Low,State servant,Medicine staff,Semi-Urban,56431.17,0.0,1.0,740.04,0,Inactive,Urban,1,83057.71,True
M,18.0,1355.96,Low,Working,Not available,Semi-Urban,42455.04,183.05,3.0,826.27,0,Active,Rural,1,67638.98,True
M,64.0,1363.21,High,Pensioner,Retired,Semi-Urban,43684.97,235.43,2.0,713.41,0,Unpossessed,Urban,1,78032.31,True
F,56.0,0.0,Low,Working,Drivers,Semi-Urban,103998.52,525.95,4.0,690.52,0,Inactive,Rural,1,146922.64,True
F,30.0,1388.58,Low,Working,Laborers,Semi-Urban,58199.23,143.01,2.0,751.65,0,Active,Urban,1,81582.93,True
M,59.0,2246.38,Low,State servant,Core staff,Semi-Urban,127030.37,387.26,4.0,843.34,0,Inactive,Rural,1,151127.72,True
M,33.0,3506.31,Low,Commercial associate,Core staff,Rural,81777.52,262.77,0.0,840.16,0,Active,Semi-Urban,1,144717.57,True
F,46.0,0.0,Low,Working,Medicine staff,Semi-Urban,171997.75,859.98,3.0,825.59,0,Inactive,Rural,1,202320.25,True
M,36.0,2031.03,Low,Commercial associate,Laborers,Semi-Urban,83325.46,492.11,4.0,812.07,0,Unpossessed,Rural,1,147426.91,True
M,40.0,3030.75,Low,Commercial associate,Managers,Semi-Urban,186514.3,920.3712499999999,2.0,851.66,0,Active,Urban,1,276173.64,True
F,18.0,0.0,Low,Commercial associate,Not available,Semi-Urban,101993.32,567.07,0.0,823.45,0,Inactive,Rural,1,171250.76,True
F,47.0,1710.42,Low,Commercial associate,Sales staff,Semi-Urban,25210.8,139.96,1.0,733.31,0,Inactive,Semi-Urban,1,45353.52,True
F,22.0,0.0,Low,Working,Cleaning staff,Semi-Urban,28353.73,221.18,4.0,707.46,0,Active,Urban,1,34597.83,True
F,18.0,4325.48,Low,Working,Accountants,Semi-Urban,107014.78,920.3712499999999,3.0,866.24,0,Unpossessed,Rural,1,164570.7,True
M,55.0,3447.91,Low,Working,Drivers,Semi-Urban,94759.98,422.71,4.0,655.65,1,Unpossessed,Semi-Urban,1,117616.78,True
F,50.0,3051.26,Low,Commercial associate,Not available,Urban,127750.81,551.57,3.0,748.12,1,Active,Semi-Urban,1,176596.46,True
F,18.0,1768.32,Low,Commercial associate,Sales staff,Semi-Urban,30626.41,351.12,2.0,755.42,0,Active,Urban,1,52732.42,True
F,46.0,914.2,Low,Working,Not available,Semi-Urban,61359.43,184.19,3.0,814.75,0,Unpossessed,Urban,1,80316.49,True
M,65.0,0.0,High,Pensioner,Retired,Semi-Urban,132818.91,450.45,2.0,789.71,0,Unpossessed,Urban,0,203987.35,True
F,48.0,1101.96,Low,Working,Laborers,Rural,39394.44,400.43,2.0,780.87,0,Inactive,Semi-Urban,1,64853.98,True
M,46.0,1642.1,Low,Working,Laborers,Semi-Urban,143908.89,460.32,1.0,717.43,0,Active,Rural,1,159522.73,True
F,61.0,2342.69,High,Pensioner,Retired,Semi-Urban,109281.47,601.5,2.0,662.46,1,Inactive,Urban,1,163635.25,True
F,59.0,2681.36,Low,Working,Private service staff,Semi-Urban,39879.5,395.28,2.0,788.39,0,Active,Urban,1,45989.63,True
M,34.0,1790.04,Low,Working,Laborers,Semi-Urban,18091.03,205.99,5.0,706.43,1,Inactive,Urban,1,32293.69,True
F,56.0,5167.51125,Low,Working,Managers,Semi-Urban,180887.73,669.37,2.0,740.04,1,Active,Rural,1,201372.85,True
F,19.0,3531.6,Low,Working,Managers,Semi-Urban,170027.6,786.45,2.0,832.19,0,Unpossessed,Semi-Urban,1,272091.47,True
M,55.0,2541.86,Low,Working,Core staff,Semi-Urban,65215.71,221.58,3.0,865.53,1,Unpossessed,Rural,1,76015.9,True
F,65.0,5167.51125,High,Pensioner,Retired,Urban,51776.29,547.54,1.0,740.04,0,Active,Urban,1,73186.96,True
M,64.0,0.0,Low,Working,Laborers,Semi-Urban,143968.08,610.88,0.0,740.04,0,Unpossessed,Rural,1,255619.13,True
M,37.0,2589.96,Low,Working,Laborers,Semi-Urban,173522.09,550.74,2.0,753.47,0,Inactive,Urban,1,221875.45,True
F,46.0,0.0,Low,State servant,Not available,Rural,51950.39,222.25,3.0,698.52,0,Active,Rural,1,89350.65,True
M,62.0,2240.41,High,Pensioner,Retired,Semi-Urban,119722.88,339.54,2.0,865.01,0,Active,Semi-Urban,0,219820.13,True
F,20.0,1393.91,Low,Working,Laborers,Semi-Urban,81905.07,489.5,0.0,742.74,0,Unpossessed,Semi-Urban,1,93769.44,True
F,55.0,0.0,Low,Commercial associate,Managers,Semi-Urban,162629.41,495.95,4.0,709.14,0,Inactive,Rural,1,304143.34,True
M,33.0,1258.11,Low,Working,Sales staff,Semi-Urban,121672.9,752.09,3.0,683.26,0,Active,Rural,1,190424.4,True
M,54.0,1694.31,Low,Working,Not available,Urban,46839.16,221.58,2.0,868.21,0,Unpossessed,Urban,1,55699.93,True
M,18.0,0.0,Low,Working,Drivers,Semi-Urban,39465.44,206.6,2.0,814.84,0,Unpossessed,Semi-Urban,1,69759.49,True
F,49.0,1451.86,Low,Working,Security staff,Semi-Urban,79874.3,288.9,2.0,834.01,0,Active,Rural,1,132511.46,True
F,57.0,3359.41,Low,Commercial associate,Sales staff,Semi-Urban,68461.53,323.93,4.0,712.79,0,Active,Semi-Urban,1,97583.96,True
M,18.0,0.0,Low,Commercial associate,Sales staff,Rural,37224.88,280.2,2.0,740.04,0,Inactive,Semi-Urban,1,67560.92,True
M,18.0,2327.84,Low,Commercial associate,Laborers,Semi-Urban,49061.28,253.82,3.0,748.02,0,Active,Urban,1,71010.23,True
F,18.0,1578.3,Low,Working,Medicine staff,Semi-Urban,21521.37,165.71,2.0,752.75,1,Inactive,Semi-Urban,1,37416.7,True
M,37.0,0.0,Low,Working,Private service staff,Rural,43031.06,218.75,1.0,846.47,1,Unpossessed,Rural,1,65598.33,True
F,42.0,4659.71,Low,Commercial associate,Not available,Semi-Urban,180040.36,560.81,2.0,740.04,0,Inactive,Semi-Urban,1,218701.91,True
F,24.0,0.0,Low,Working,Security staff,Semi-Urban,52785.03,232.85,2.0,741.4,0,Active,Rural,1,68194.2,True
M,18.0,3665.72,Low,State servant,Accountants,Rural,48703.0,213.83,3.0,812.47,1,Active,Rural,1,68244.92,True
M,51.0,1706.44,Low,Working,High skill tech staff,Semi-Urban,43343.88,465.89,3.0,719.85,1,Active,Semi-Urban,1,48081.84,True
M,51.0,1755.32,Low,Working,Core staff,Semi-Urban,61531.88,288.36,3.0,662.37,0,Inactive,Rural,1,71915.36,True
M,53.0,1465.58,Low,Working,Core staff,Semi-Urban,72608.17,328.91,2.0,740.45,0,Unpossessed,Urban,1,96617.97,True
F,37.0,3973.81,Low,State servant,Managers,Urban,71858.95,753.73,2.0,854.55,0,Active,Urban,0,88999.96,True
M,62.0,1833.23,Low,Working,Laborers,Urban,47003.56,256.48,3.0,771.71,1,Active,Urban,1,55392.26,True
M,34.0,0.0,Low,Working,Managers,Semi-Urban,56604.2,229.53,2.0,871.87,0,Unpossessed,Semi-Urban,1,75044.14,True
F,22.0,2239.06,Low,Working,Not available,Semi-Urban,106440.57,281.73,4.0,708.41,0,Inactive,Rural,1,139407.21,True
M,34.0,0.0,Low,Commercial associate,Core staff,Semi-Urban,28150.74,224.74,1.0,779.74,1,Unpossessed,Rural,1,46301.11,True
F,33.0,4943.68,Low,Working,Accountants,Semi-Urban,106154.03,795.6,3.0,866.69,0,Active,Urban,1,197279.88,True
M,63.0,2571.99,Low,Working,Cooking staff,Semi-Urban,230665.075,832.5,2.0,855.86,0,Active,Rural,0,331730.31,True
M,27.0,2401.45,Low,Commercial associate,Not available,Urban,159416.15,414.35,2.0,731.26,0,Active,Semi-Urban,1,229750.64,True
M,63.0,2752.43,Low,Working,Not available,Semi-Urban,40633.91,323.12,0.0,750.49,0,Inactive,Urban,1,73121.13,True
F,34.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,140120.48,651.17,2.0,684.86,1,Unpossessed,Rural,1,235619.8,True
M,65.0,2324.87,High,Pensioner,Retired,Rural,31486.6,176.07,1.0,711.08,1,Inactive,Semi-Urban,1,45229.6,True
M,51.0,3778.53,Low,Commercial associate,Managers,Semi-Urban,118105.6,637.05,2.0,724.45,0,Active,Rural,1,146404.51,True
M,26.0,3017.32,Low,Working,Cooking staff,Rural,154090.45,778.47,1.0,800.31,0,Inactive,Rural,1,241278.83,True
M,33.0,3625.61,Low,Working,Sales staff,Semi-Urban,133791.57,519.52,5.0,681.58,0,Active,Rural,1,245207.26,True
F,60.0,1838.58,Low,Commercial associate,Core staff,Semi-Urban,88378.4,562.95,3.0,702.7,0,Active,Semi-Urban,1,152176.28,True
F,61.0,0.0,Low,Working,Core staff,Semi-Urban,27460.66,326.95,3.0,713.64,0,Inactive,Semi-Urban,1,36870.1,True
F,18.0,1950.77,Low,Commercial associate,Managers,Semi-Urban,42363.94,246.28,2.0,679.05,0,Active,Rural,1,67098.87,True
M,18.0,4548.37,Low,Commercial associate,Security staff,Rural,177763.69,607.03,1.0,766.65,0,Inactive,Rural,1,277327.25,True
M,52.0,3922.69,Low,Commercial associate,Laborers,Semi-Urban,173265.03,514.5,2.0,677.68,0,Active,Urban,1,305869.04,True
M,27.0,1412.64,Low,Commercial associate,Laborers,Semi-Urban,149952.43,476.63,2.0,829.03,1,Unpossessed,Semi-Urban,1,213144.25,True
F,26.0,3354.7,Low,Commercial associate,Laborers,Semi-Urban,148575.94,453.63,2.0,808.62,0,Unpossessed,Rural,1,199663.8,True
F,39.0,3114.31,Low,Commercial associate,Laborers,Urban,34535.41,389.72,1.0,652.57,0,Unpossessed,Rural,1,63007.56,True
M,24.0,1797.44,Low,Commercial associate,Laborers,Semi-Urban,32619.77,208.01,1.0,700.35,0,Inactive,Urban,1,56754.3,True
F,63.0,1406.46,Low,Commercial associate,Core staff,Semi-Urban,34077.82,178.91,2.0,733.65,0,Unpossessed,Semi-Urban,1,38685.72,True
F,27.0,3393.35,Low,Commercial associate,Sales staff,Urban,61632.24,341.19,1.0,837.58,0,Inactive,Semi-Urban,1,110006.91,True
F,30.0,2104.79,Low,Working,Sales staff,Semi-Urban,123021.28,696.35,2.0,739.99,0,Unpossessed,Semi-Urban,1,158629.35,True
M,20.0,0.0,Low,Working,Laborers,Semi-Urban,151690.74,482.75,2.0,743.61,0,Inactive,Rural,1,180362.96,True
M,54.0,0.0,Low,Working,Core staff,Rural,54595.23,283.93,2.0,746.55,0,Unpossessed,Semi-Urban,1,80716.36,True
M,18.0,0.0,Low,Working,Drivers,Rural,74532.85,295.15,0.0,662.56,0,Inactive,Urban,1,138187.04,True
F,52.0,1973.04,Low,Commercial associate,Core staff,Semi-Urban,41150.94,118.39,3.0,755.5,0,Inactive,Rural,1,76961.11,True
F,46.0,1925.93,Low,Working,Sales staff,Semi-Urban,164737.33,805.21,2.0,757.77,0,Active,Semi-Urban,1,300304.34,True
M,26.0,2741.13,Low,Commercial associate,Not available,Semi-Urban,130006.42,749.46,2.0,740.04,0,Active,Urban,1,176575.24,True
M,61.0,2339.23,Low,Working,Cooking staff,Semi-Urban,129262.17,648.87,2.0,662.47,0,Active,Urban,1,240435.23,True
F,57.0,1228.88,Low,Working,Cleaning staff,Semi-Urban,20619.08,199.85,1.0,813.68,0,Unpossessed,Rural,1,29805.62,True
M,18.0,3457.83,Low,Working,Secretaries,Semi-Urban,98611.11,474.07,2.0,823.88,0,Unpossessed,Rural,1,109080.89,True
M,41.0,0.0,Low,State servant,Core staff,Semi-Urban,16249.28,154.34,1.0,764.6,1,Unpossessed,Semi-Urban,1,29582.72,True
M,47.0,2471.78,Low,Commercial associate,Managers,Semi-Urban,43402.45,239.99,2.0,807.66,0,Active,Rural,1,66143.05,True
M,40.0,1720.87,Low,Working,Sales staff,Rural,65804.93,332.41,2.0,842.29,0,Active,Semi-Urban,1,77657.69,True
F,48.0,2226.74,Low,Working,Sales staff,Semi-Urban,51522.62,336.44,0.0,795.45,0,Inactive,Semi-Urban,1,58028.28,True
M,60.0,1391.29,High,Pensioner,Retired,Semi-Urban,41501.37,203.13,0.0,740.83,0,Unpossessed,Urban,1,70320.81,True
F,50.0,5167.51125,Low,Working,Managers,Semi-Urban,193848.0,559.73,2.0,855.25,0,Unpossessed,Rural,1,287846.96,True
M,20.0,4835.8,Low,Commercial associate,HR staff,Semi-Urban,52897.74,409.45,3.0,789.11,0,Active,Urban,1,93511.32,True
F,38.0,0.0,Low,Working,Sales staff,Rural,93047.68,434.84,2.0,658.93,0,Unpossessed,Rural,1,110348.58,True
F,63.0,2501.58,High,Pensioner,Retired,Rural,27949.8,125.65,2.0,775.94,0,Inactive,Rural,0,44529.58,True
M,65.0,1251.64,High,Pensioner,Retired,Semi-Urban,173382.48,482.38,2.0,805.56,0,Active,Urban,1,262756.94,True
M,64.0,1668.8,High,Pensioner,Retired,Semi-Urban,31201.2,179.36,1.0,740.04,0,Inactive,Rural,1,36846.04,True
F,18.0,3856.09,Low,Working,Cleaning staff,Rural,39561.42,243.94,3.0,776.09,0,Inactive,Urban,1,58850.52,True
M,51.0,1981.0,Low,Working,Laborers,Semi-Urban,79778.69,346.48,0.0,697.61,0,Active,Rural,1,100698.59,True
M,65.0,1026.11,High,Pensioner,Retired,Semi-Urban,27519.63,137.4,2.0,812.36,0,Unpossessed,Semi-Urban,1,37253.14,True
F,28.0,2063.17,Low,Working,Core staff,Semi-Urban,63251.58,266.58,1.0,729.32,0,Inactive,Urban,1,97991.22,True
F,65.0,1733.05,High,Pensioner,Retired,Semi-Urban,145690.08,374.78,2.0,801.48,0,Active,Semi-Urban,0,201110.98,True
F,23.0,2455.63,Low,Working,Laborers,Semi-Urban,25255.96,131.71,1.0,658.02,1,Active,Semi-Urban,1,47367.68,True
M,23.0,2054.78,Low,Working,Core staff,Semi-Urban,90968.3,322.03,1.0,755.57,0,Active,Urban,1,103152.92,True
M,24.0,3871.79,Low,Working,Laborers,Semi-Urban,162917.13,490.07,2.0,792.74,0,Active,Semi-Urban,1,191706.3,True
F,18.0,2150.1,Low,Working,Sales staff,Semi-Urban,75576.31,475.92,2.0,726.08,0,Unpossessed,Rural,1,135686.87,True
M,33.0,2497.15,Low,State servant,Medicine staff,Urban,144744.57,567.74,2.0,794.1,0,Active,Urban,1,225863.27,True
F,18.0,0.0,Low,Working,High skill tech staff,Semi-Urban,95045.87,304.91,0.0,727.48,0,Active,Rural,1,164996.08,True
F,25.0,3235.27,Low,State servant,Laborers,Rural,49039.23,353.41,1.0,655.75,0,Unpossessed,Semi-Urban,1,69180.42,True
M,18.0,674.71,Low,Working,Laborers,Semi-Urban,16124.5,145.83,1.0,748.03,0,Active,Rural,1,19817.02,True
F,57.0,1328.28,Low,Working,Accountants,Semi-Urban,27753.03,126.92,2.0,794.25,1,Active,Urban,1,51007.81,True
M,63.0,2312.79,Low,State servant,Core staff,Semi-Urban,27842.28,155.32,3.0,823.31,1,Active,Rural,1,38743.34,True
F,57.0,1658.32,Low,Working,Sales staff,Semi-Urban,45158.36,438.27,3.0,756.58,0,Inactive,Rural,1,59535.46,True
M,43.0,2198.79,Low,Working,Not available,Semi-Urban,167318.62,462.36,4.0,795.07,0,Unpossessed,Rural,1,317198.7,True
F,51.0,1765.14,Low,Working,Accountants,Semi-Urban,90684.23,529.79,2.0,763.72,0,Inactive,Semi-Urban,1,171420.13,True
F,38.0,5167.51125,Low,Commercial associate,Managers,Semi-Urban,196608.73,669.67,2.0,792.67,0,Active,Rural,1,291587.73,True
F,62.0,2382.96,High,Pensioner,Retired,Semi-Urban,117534.98,428.74,2.0,748.87,0,Active,Rural,1,217117.16,True
M,18.0,5167.51125,Low,Commercial associate,Not available,Semi-Urban,126882.36,535.62,0.0,761.14,0,Inactive,Rural,1,152536.92,True
F,22.0,1446.04,Low,Working,Core staff,Semi-Urban,145442.93,424.83,2.0,760.93,0,Unpossessed,Urban,1,165954.3,True
F,44.0,2624.15,Low,State servant,Drivers,Rural,126747.62,394.32,3.0,744.17,1,Inactive,Urban,1,145607.29,True
M,34.0,0.0,Low,Commercial associate,Core staff,Rural,210468.41,817.7,3.0,740.04,0,Unpossessed,Rural,1,292074.57,True
F,54.0,0.0,Low,Working,Laborers,Semi-Urban,50586.16,358.44,2.0,709.84,0,Active,Rural,1,81747.46,True
M,47.0,2679.97,Low,State servant,Security staff,Semi-Urban,76357.97,268.41,2.0,730.12,0,Active,Semi-Urban,1,95987.58,True
M,57.0,3790.08,Low,Working,Drivers,Semi-Urban,230665.075,643.39,1.0,731.94,1,Inactive,Urban,1,318850.65,True
M,33.0,0.0,Low,Commercial associate,Laborers,Urban,64754.34,333.42,0.0,770.02,0,Unpossessed,Urban,1,107895.57,True
F,47.0,0.0,Low,Working,Managers,Semi-Urban,125381.03,448.72,3.0,680.79,0,Active,Semi-Urban,1,190973.75,True
F,60.0,3479.57,Low,Working,Security staff,Semi-Urban,112620.73,745.92,2.0,673.75,1,Active,Urban,1,141042.63,True
F,54.0,1572.24,Low,Working,Accountants,Semi-Urban,53672.0,253.15,2.0,852.73,0,Unpossessed,Urban,1,79599.92,True
M,55.0,0.0,Low,Working,Not available,Rural,230665.075,644.79,2.0,831.27,0,Unpossessed,Urban,1,322741.87,True
M,65.0,393.09,Low,Pensioner,Retired,Rural,6498.75,67.74,2.0,823.1,1,Unpossessed,Semi-Urban,1,7309.87,True
F,18.0,4988.11,Low,Working,Core staff,Urban,114509.31,867.16,2.0,749.27,0,Active,Urban,1,171770.25,True
M,34.0,1242.47,Low,Working,Sales staff,Semi-Urban,32892.85,352.03,2.0,740.04,0,Inactive,Semi-Urban,1,54129.37,True
F,37.0,2517.03,Low,Commercial associate,Managers,Semi-Urban,23198.8,193.02,2.0,782.77,1,Inactive,Semi-Urban,1,41515.72,True
M,58.0,2251.36,Low,Working,Laborers,Semi-Urban,32286.56,439.5,2.0,667.28,0,Active,Urban,1,54994.44,True
M,24.0,1264.8,Low,Commercial associate,Sales staff,Semi-Urban,19594.89,91.26,1.0,687.61,1,Unpossessed,Rural,1,28098.89,True
M,46.0,2071.74,Low,Commercial associate,Laborers,Semi-Urban,202115.23,553.86,2.0,696.76,0,Inactive,Rural,1,324261.08,True
M,63.0,2526.83,High,Pensioner,Retired,Semi-Urban,111092.94,371.63,1.0,828.81,0,Active,Semi-Urban,1,167741.95,True
F,28.0,2385.23,Low,Working,Managers,Semi-Urban,99309.81,257.32,1.0,851.47,0,Unpossessed,Semi-Urban,1,174639.95,True
F,18.0,3200.55,Low,Commercial associate,Managers,Semi-Urban,93942.86,460.36,0.0,740.04,1,Active,Urban,1,109929.63,True
M,55.0,1608.78,Low,Commercial associate,Laborers,Semi-Urban,112392.61,447.92,3.0,756.4,0,Unpossessed,Semi-Urban,1,147753.73,True
M,55.0,3168.88,Low,Working,Laborers,Semi-Urban,188079.63,920.3712499999999,2.0,864.88,0,Active,Semi-Urban,1,344891.6775,True
M,18.0,1568.72,Low,Working,Sales staff,Semi-Urban,126528.69,432.65,3.0,762.52,0,Active,Semi-Urban,1,204458.3,True
M,54.0,2605.14,Low,Working,Not available,Semi-Urban,32020.03,286.22,0.0,750.6,0,Active,Rural,1,45630.86,True
F,18.0,1610.27,Low,Commercial associate,Not available,Semi-Urban,44029.71,246.72,3.0,757.35,1,Active,Semi-Urban,1,80195.85,True
M,32.0,0.0,Low,Commercial associate,Drivers,Semi-Urban,71726.79,393.85,3.0,651.54,0,Active,Semi-Urban,1,80881.44,True
M,18.0,0.0,Low,Working,Not available,Semi-Urban,230665.075,890.1,1.0,790.99,0,Active,Urban,1,344891.6775,True
M,20.0,3366.9,Low,Working,Laborers,Semi-Urban,120370.82,665.35,4.0,705.32,1,Inactive,Semi-Urban,1,194302.22,True
F,53.0,2209.07,Low,Working,Sales staff,Semi-Urban,43244.54,298.48,4.0,658.15,1,Inactive,Semi-Urban,1,64293.14,True
F,22.0,1840.81,Low,State servant,Not available,Rural,34264.96,114.04,2.0,810.86,0,Active,Semi-Urban,1,58980.64,True
F,48.0,0.0,Low,Commercial associate,Managers,Semi-Urban,35195.09,305.61,2.0,677.74,1,Active,Semi-Urban,1,66400.52,True
M,20.0,2021.57,Low,Working,Accountants,Semi-Urban,40332.85,181.88,2.0,740.04,0,Unpossessed,Rural,1,56777.98,True
M,60.0,2725.4,Low,Commercial associate,Private service staff,Semi-Urban,39486.33,411.29,2.0,773.49,0,Unpossessed,Urban,1,47576.01,True
M,47.0,1219.27,Low,Working,Accountants,Semi-Urban,22349.75,233.29,2.0,748.21,0,Active,Semi-Urban,1,34690.53,True
M,34.0,2230.41,Low,Working,Accountants,Semi-Urban,42868.17,487.11,2.0,822.28,0,Inactive,Rural,1,50272.54,True
F,56.0,1230.35,Low,Commercial associate,Sales staff,Semi-Urban,41990.28,211.11,2.0,677.38,0,Inactive,Semi-Urban,1,56727.71,True
M,21.0,2620.09,Low,Commercial associate,Managers,Semi-Urban,24952.96,137.87,1.0,741.64,0,Active,Urban,1,41196.89,True
F,53.0,0.0,Low,State servant,Not available,Urban,65898.71,481.08,3.0,740.04,0,Inactive,Semi-Urban,1,74775.55,True
F,55.0,1905.83,Low,Working,Laborers,Semi-Urban,40360.43,341.25,1.0,652.01,0,Inactive,Rural,1,75719.8,True
M,64.0,1926.85,High,Pensioner,Retired,Semi-Urban,114605.79,329.78,2.0,811.96,0,Unpossessed,Rural,1,203448.65,True
F,59.0,2787.29,Low,State servant,Core staff,Semi-Urban,134743.34,459.9,2.0,736.45,0,Inactive,Semi-Urban,1,251292.8,True
M,41.0,1903.8,Low,Commercial associate,Not available,Semi-Urban,159371.75,474.81,3.0,775.04,0,Unpossessed,Rural,1,273153.95,True
M,35.0,3394.18,Low,Working,Laborers,Semi-Urban,56348.63,211.62,2.0,676.85,0,Active,Rural,1,104996.53,True
F,54.0,3145.67,Low,Commercial associate,Sales staff,Semi-Urban,43120.44,367.8,5.0,695.03,0,Inactive,Urban,1,78095.61,True
M,32.0,0.0,Low,Working,Managers,Semi-Urban,21886.33,221.97,1.0,852.15,0,Active,Semi-Urban,1,33096.67,True
F,62.0,3391.35,Low,Working,Not available,Semi-Urban,67978.0,347.34,2.0,760.76,0,Active,Rural,1,85612.94,True
M,39.0,4437.29,Low,Commercial associate,Core staff,Urban,163023.28,844.31,1.0,665.8,0,Unpossessed,Urban,1,260396.72,True
M,48.0,1359.99,Low,Working,Medicine staff,Rural,72340.42,388.42,4.0,725.72,0,Active,Semi-Urban,1,132789.08,True
M,62.0,3469.93,Low,Working,Private service staff,Semi-Urban,80085.4,310.84,1.0,800.04,0,Active,Urban,1,96976.49,True
F,32.0,3534.04,Low,Commercial associate,Managers,Semi-Urban,54990.93,269.2,4.0,717.42,0,Inactive,Urban,1,66265.59,True
M,18.0,2353.84,Low,Working,Accountants,Semi-Urban,34548.81,251.66,2.0,740.04,0,Active,Semi-Urban,1,52557.3,True
M,61.0,2059.82,Low,Working,Security staff,Semi-Urban,202512.11,556.92,1.0,693.16,0,Active,Urban,1,294095.2,True
M,52.0,1363.75,Low,Working,Medicine staff,Semi-Urban,102395.83,498.47,3.0,752.08,0,Inactive,Semi-Urban,1,128124.8,True
M,18.0,2329.68,Low,Working,Not available,Semi-Urban,121919.47,373.34,1.0,710.68,1,Active,Semi-Urban,1,196773.36,True
F,43.0,1967.33,Low,Working,Medicine staff,Semi-Urban,36574.19,193.72,1.0,788.88,0,Inactive,Rural,1,61593.74,True
M,18.0,1578.65,Low,Working,Laborers,Semi-Urban,49398.89,386.09,2.0,704.02,0,Inactive,Rural,1,58328.05,True
M,18.0,2206.49,Low,Working,High skill tech staff,Semi-Urban,93832.22,412.13,3.0,746.44,0,Inactive,Semi-Urban,1,140965.52,True
F,42.0,1854.32,Low,Working,Not available,Rural,65210.38,453.36,4.0,657.77,1,Active,Semi-Urban,1,72362.96,True
M,39.0,0.0,Low,Commercial associate,Accountants,Urban,195689.66,585.75,2.0,863.67,0,Active,Semi-Urban,1,307515.41,True
